customer_id,total_transactions,total_spent,avg_transaction,first_purchase,last_purchase
CS1396,25,1852.0,74.08,2011-05-25,2015-02-13
CS1997,17,1153.0,67.82,2011-07-02,2014-11-01
CS5299,22,1636.0,74.36,2011-05-19,2015-01-14
CS2253,17,1262.0,74.24,2011-07-06,2015-01-19
CS6077,19,1316.0,69.26,2011-07-14,2015-01-30
CS3300,16,966.0,60.38,2011-06-07,2015-03-08
CS5922,27,2008.0,74.37,2011-07-29,2015-02-25
CS6009,29,1945.0,67.07,2011-06-05,2015-02-10
CS5064,15,1200.0,80.0,2011-12-21,2014-12-30
CS2399,25,1777.0,71.08,2011-06-01,2015-01-27
CS5547,23,1599.0,69.52,2011-10-02,2014-08-26
CS5114,20,1610.0,80.5,2011-08-14,2014-11-15
CS3908,20,1553.0,77.65,2011-05-30,2015-01-29
CS4194,25,1893.0,75.72,2011-09-17,2015-01-13
CS5342,25,1576.0,63.04,2011-05-24,2015-03-11
CS5425,21,1395.0,66.43,2011-12-26,2015-02-25
CS1991,22,1677.0,76.23,2011-06-01,2015-03-15
CS2693,21,1655.0,78.81,2011-08-25,2015-01-29
CS5076,21,1371.0,65.29,2011-05-28,2015-01-31
CS3177,18,1246.0,69.22,2011-06-08,2015-01-30
CS2809,24,1594.0,66.42,2011-06-09,2015-03-03
CS3864,25,1880.0,75.2,2011-05-31,2014-10-29
CS2515,22,1517.0,68.95,2011-06-03,2015-02-16
CS4487,18,1339.0,74.39,2011-08-25,2015-03-15
CS3108,16,1032.0,64.5,2011-06-22,2014-06-22
CS1133,19,1413.0,74.37,2011-06-01,2015-02-21
CS5919,17,1178.0,69.29,2011-06-18,2014-12-15
CS6067,16,1151.0,71.94,2011-10-07,2015-01-12
CS4893,20,1286.0,64.3,2011-08-08,2015-01-11
CS5750,19,1304.0,68.63,2011-08-17,2015-01-20
CS1445,23,1526.0,66.35,2011-05-16,2015-03-14
CS1927,19,1220.0,64.21,2011-05-19,2014-11-25
CS5719,24,1554.0,64.75,2011-07-10,2014-12-17
CS2591,22,1609.0,73.14,2011-05-20,2015-01-25
CS2416,20,1353.0,67.65,2011-05-19,2015-03-11
CS1347,30,2000.0,66.67,2011-05-18,2015-03-12
CS3073,27,1940.0,71.85,2011-05-18,2015-02-13
CS3590,16,1067.0,66.69,2011-08-10,2015-01-04
CS4099,19,1348.0,70.95,2011-06-18,2014-10-01
CS4109,20,1284.0,64.2,2011-06-03,2015-03-10
CS6072,15,1076.0,71.73,2011-06-11,2015-01-04
CS3266,16,973.0,60.81,2011-06-28,2014-07-15
CS5499,14,1049.0,74.93,2011-06-23,2015-01-28
CS4971,19,1367.0,71.95,2011-08-03,2015-02-21
CS5461,22,1553.0,70.59,2011-05-30,2015-01-01
CS1984,15,1043.0,69.53,2011-06-17,2014-05-13
CS1184,28,1999.0,71.39,2011-06-21,2015-03-16
CS4346,10,719.0,71.9,2011-06-06,2014-12-08
CS5245,20,1465.0,73.25,2011-05-24,2015-02-23
CS5402,21,1546.0,73.62,2011-05-31,2015-01-10
CS5785,17,1256.0,73.88,2011-05-25,2014-12-24
CS5767,17,1185.0,69.71,2011-06-02,2014-12-24
CS2753,18,1256.0,69.78,2011-08-08,2015-02-22
CS5488,24,1627.0,67.79,2011-06-18,2015-02-01
CS5354,18,1259.0,69.94,2011-06-24,2014-12-05
CS1470,22,1649.0,74.95,2012-02-03,2015-01-23
CS1155,19,1317.0,69.32,2011-06-22,2014-11-10
CS5565,23,1556.0,67.65,2011-05-25,2015-01-27
CS6073,23,1627.0,70.74,2011-09-28,2015-02-07
CS2817,21,1406.0,66.95,2011-08-18,2015-01-08
CS3210,24,1772.0,73.83,2011-06-17,2015-01-31
CS4663,14,939.0,67.07,2011-05-31,2014-10-22
CS4539,19,1341.0,70.58,2011-08-22,2014-12-25
CS2580,20,1187.0,59.35,2011-12-25,2015-02-15
CS3983,26,2022.0,77.77,2011-05-16,2015-03-03
CS2771,25,1671.0,66.84,2011-07-02,2015-01-05
CS3635,22,1559.0,70.86,2011-05-28,2015-02-03
CS1415,27,1752.0,64.89,2011-07-02,2015-01-01
CS2294,22,1615.0,73.41,2011-06-14,2015-03-04
CS1405,26,1943.0,74.73,2011-08-03,2015-02-25
CS2886,16,897.0,56.06,2011-08-15,2014-12-02
CS2770,25,1707.0,68.28,2011-07-21,2015-03-14
CS1140,20,1434.0,71.7,2011-05-21,2015-02-16
CS4752,19,1162.0,61.16,2011-07-10,2015-03-03
CS5687,21,1516.0,72.19,2011-07-01,2015-02-04
CS4895,19,1197.0,63.0,2011-06-17,2015-01-28
CS2786,29,2034.0,70.14,2011-07-06,2015-02-20
CS4327,15,1140.0,76.0,2011-08-12,2014-12-16
CS1624,25,1832.0,73.28,2011-06-27,2015-02-05
CS5490,25,1564.0,62.56,2011-09-10,2015-02-28
CS4395,18,1231.0,68.39,2011-05-22,2015-02-09
CS3174,23,1581.0,68.74,2011-05-30,2015-01-25
CS2011,14,1078.0,77.0,2011-05-29,2013-10-17
CS5553,17,1376.0,80.94,2012-01-08,2015-03-06
CS3775,26,1773.0,68.19,2011-05-18,2015-02-27
CS2885,28,1781.0,63.61,2011-08-04,2015-02-14
CS1206,24,1514.0,63.08,2011-05-24,2014-10-10
CS4480,17,1294.0,76.12,2011-11-16,2015-03-05
CS1488,23,1595.0,69.35,2011-07-19,2015-03-03
CS1456,20,1363.0,68.15,2011-06-16,2014-08-24
CS4681,22,1532.0,69.64,2011-07-15,2015-03-07
CS3170,18,1178.0,65.44,2011-05-23,2014-10-30
CS1906,28,2012.0,71.86,2011-06-09,2015-02-12
CS5774,26,1663.0,63.96,2011-07-18,2015-02-28
CS2223,27,1868.0,69.19,2011-06-10,2015-03-13
CS1848,17,1279.0,75.24,2011-06-24,2014-12-26
CS2366,18,1156.0,64.22,2011-06-10,2015-02-28
CS5335,23,1622.0,70.52,2011-06-20,2015-02-25
CS2899,24,1673.0,69.71,2011-06-24,2015-03-02
CS4219,23,1470.0,63.91,2011-05-19,2014-11-03
CS5690,19,1320.0,69.47,2011-06-07,2015-01-19
CS3410,26,1942.0,74.69,2011-06-11,2015-03-10
CS1337,22,1668.0,75.82,2011-07-25,2015-02-08
CS4954,20,1364.0,68.2,2011-07-22,2015-03-15
CS3652,19,1362.0,71.68,2011-09-21,2015-02-07
CS5677,21,1746.0,83.14,2011-05-24,2015-02-27
CS4992,20,1350.0,67.5,2011-06-05,2014-12-29
CS3569,23,1668.0,72.52,2011-06-23,2015-02-13
CS2442,28,1869.0,66.75,2011-10-06,2015-02-12
CS4160,22,1512.0,68.73,2011-08-14,2015-02-21
CS5996,21,1557.0,74.14,2011-05-22,2015-03-11
CS2345,29,2051.0,70.72,2011-05-23,2015-03-08
CS2246,23,1710.0,74.35,2011-06-13,2015-03-09
CS2928,17,1243.0,73.12,2011-06-19,2014-10-27
CS1740,25,1902.0,76.08,2011-05-17,2015-02-05
CS2298,21,1568.0,74.67,2011-08-11,2015-02-05
CS6084,14,997.0,71.21,2011-10-18,2015-03-01
CS3237,22,1545.0,70.23,2011-08-11,2015-02-24
CS4913,16,1047.0,65.44,2011-12-03,2014-12-15
CS2104,25,1726.0,69.04,2011-05-29,2015-02-05
CS4645,19,1293.0,68.05,2011-08-20,2014-12-14
CS1128,26,1921.0,73.88,2011-05-24,2014-12-31
CS4639,25,1495.0,59.8,2011-05-22,2015-01-19
CS4310,20,1434.0,71.7,2011-06-13,2014-10-28
CS3182,25,1630.0,65.2,2011-05-29,2015-02-20
CS3347,19,1297.0,68.26,2011-06-14,2014-12-21
CS4231,14,1082.0,77.29,2011-10-14,2015-03-04
CS4171,19,1169.0,61.53,2011-08-20,2015-02-22
CS1249,23,1846.0,80.26,2011-06-07,2014-12-17
CS3455,21,1292.0,61.52,2011-06-09,2014-05-29
CS1235,22,1507.0,68.5,2011-09-28,2014-10-26
CS4454,17,1125.0,66.18,2011-07-17,2014-11-07
CS3180,25,1911.0,76.44,2011-12-18,2014-11-17
CS2930,26,1955.0,75.19,2011-12-21,2015-01-27
CS3838,18,1311.0,72.83,2011-06-28,2014-10-12
CS1883,15,1117.0,74.47,2011-06-29,2015-01-25
CS5148,26,1726.0,66.38,2011-05-21,2014-12-25
CS4952,25,1888.0,75.52,2011-06-27,2014-11-25
CS5724,26,1921.0,73.88,2011-07-05,2015-01-31
CS1447,14,1001.0,71.5,2011-11-04,2015-03-11
CS1693,12,908.0,75.67,2011-06-29,2015-03-01
CS4341,26,1755.0,67.5,2011-10-02,2015-02-17
CS5659,24,1736.0,72.33,2011-07-09,2015-01-23
CS1501,26,1965.0,75.58,2011-05-16,2015-02-09
CS2134,19,1238.0,65.16,2011-05-22,2015-01-07
CS3407,15,1025.0,68.33,2011-12-05,2015-01-14
CS3343,24,1600.0,66.67,2011-10-09,2014-12-01
CS3506,14,906.0,64.71,2011-05-24,2014-09-02
CS2244,21,1587.0,75.57,2011-06-24,2015-02-06
CS3061,23,1749.0,76.04,2011-06-01,2015-01-13
CS4884,19,1152.0,60.63,2011-06-13,2015-02-10
CS1590,16,964.0,60.25,2011-06-05,2014-10-13
CS3176,16,895.0,55.94,2012-07-08,2015-03-06
CS2177,19,1321.0,69.53,2011-10-06,2015-03-16
CS3074,22,1794.0,81.55,2011-05-24,2015-01-08
CS3433,20,1354.0,67.7,2011-06-10,2015-02-25
CS3418,17,1200.0,70.59,2011-07-18,2015-02-07
CS5821,23,1640.0,71.3,2011-05-18,2014-12-14
CS2231,18,1389.0,77.17,2011-05-24,2015-01-19
CS5803,21,1424.0,67.81,2011-08-19,2015-02-26
CS5611,20,1441.0,72.05,2011-11-15,2015-02-01
CS5012,24,1602.0,66.75,2011-05-16,2014-12-18
CS4967,25,1818.0,72.72,2011-05-16,2015-02-04
CS2522,19,1373.0,72.26,2011-05-16,2014-10-06
CS2328,27,1868.0,69.19,2011-10-05,2015-02-20
CS3530,30,2186.0,72.87,2011-07-25,2014-11-25
CS5034,17,1130.0,66.47,2011-05-16,2015-01-04
CS5784,18,1310.0,72.78,2011-08-09,2014-12-26
CS3581,20,1350.0,67.5,2011-08-17,2015-01-15
CS3011,28,1890.0,67.5,2011-05-21,2014-12-14
CS4152,21,1531.0,72.9,2011-08-05,2015-03-06
CS5757,17,1215.0,71.47,2011-11-30,2014-11-20
CS5557,23,1771.0,77.0,2011-06-12,2015-01-19
CS3988,20,1350.0,67.5,2011-05-27,2014-12-17
CS3396,17,1102.0,64.82,2011-07-09,2015-02-17
CS4393,21,1446.0,68.86,2011-08-30,2015-02-10
CS4629,19,1225.0,64.47,2011-05-29,2014-12-26
CS3821,30,2240.0,74.67,2011-05-29,2015-02-10
CS3460,19,1440.0,75.79,2011-09-19,2015-01-22
CS4948,18,1287.0,71.5,2011-06-21,2015-02-09
CS5468,23,1684.0,73.22,2011-06-26,2015-01-20
CS1545,28,1935.0,69.11,2011-07-01,2015-02-23
CS4960,18,1216.0,67.56,2011-06-28,2014-12-22
CS3555,18,1194.0,66.33,2011-08-10,2014-11-20
CS4587,22,1657.0,75.32,2011-07-25,2014-12-29
CS1228,19,1368.0,72.0,2011-06-27,2015-01-29
CS5126,25,1654.0,66.16,2011-06-15,2015-02-26
CS1453,22,1640.0,74.55,2011-10-02,2014-11-04
CS5938,16,1027.0,64.19,2011-09-27,2015-02-26
CS3135,16,1097.0,68.56,2011-11-09,2014-10-31
CS4444,18,1051.0,58.39,2011-11-12,2015-02-01
CS5348,19,1457.0,76.68,2011-07-20,2015-01-30
CS1416,20,1513.0,75.65,2011-07-07,2015-03-04
CS5187,28,2023.0,72.25,2011-05-29,2015-03-12
CS2309,22,1472.0,66.91,2011-05-31,2015-01-29
CS2607,13,783.0,60.23,2011-07-15,2015-03-07
CS1882,9,673.0,74.78,2011-08-29,2015-01-19
CS2248,16,1092.0,68.25,2011-06-24,2015-01-15
CS4082,22,1611.0,73.23,2011-05-21,2015-03-13
CS3181,22,1593.0,72.41,2011-05-29,2014-08-18
CS2462,20,1431.0,71.55,2011-12-29,2014-11-27
CS2336,22,1678.0,76.27,2011-05-30,2015-02-22
CS3235,13,790.0,60.77,2012-06-16,2015-01-18
CS1296,21,1505.0,71.67,2011-05-25,2015-03-04
CS4079,14,934.0,66.71,2011-06-01,2014-12-18
CS4864,18,1307.0,72.61,2011-08-29,2015-01-19
CS2860,21,1356.0,64.57,2011-06-22,2014-09-25
CS4851,18,1162.0,64.56,2011-10-03,2015-01-10
CS5761,28,2195.0,78.39,2011-07-17,2015-03-11
CS6082,21,1344.0,64.0,2011-05-24,2015-03-16
CS3702,30,2175.0,72.5,2011-05-22,2015-01-10
CS4569,19,1205.0,63.42,2011-06-07,2014-12-12
CS2419,22,1676.0,76.18,2011-05-17,2015-01-13
CS3942,21,1428.0,68.0,2011-06-25,2015-03-10
CS4604,29,2008.0,69.24,2011-06-30,2015-03-07
CS2592,20,1519.0,75.95,2011-06-22,2015-02-05
CS5152,12,839.0,69.92,2011-07-14,2014-11-04
CS4509,18,1198.0,66.56,2011-07-17,2014-12-09
CS3367,16,1274.0,79.63,2011-06-12,2015-01-31
CS4980,22,1564.0,71.09,2011-05-30,2015-02-13
CS3128,23,1472.0,64.0,2011-05-16,2014-12-19
CS3331,16,1124.0,70.25,2011-06-15,2014-06-25
CS4166,16,1049.0,65.56,2011-05-31,2014-10-23
CS5063,27,1901.0,70.41,2011-07-06,2015-02-22
CS5971,24,1635.0,68.13,2011-06-02,2014-08-16
CS5060,15,1082.0,72.13,2011-07-04,2014-12-05
CS5810,30,2022.0,67.4,2011-06-15,2015-03-04
CS4490,23,1503.0,65.35,2011-06-07,2015-03-04
CS4775,20,1294.0,64.7,2011-05-26,2015-02-15
CS4174,13,946.0,72.77,2011-06-02,2014-11-19
CS3450,23,1690.0,73.48,2011-06-24,2014-09-30
CS3945,18,1316.0,73.11,2011-07-30,2015-01-19
CS2524,16,1164.0,72.75,2011-09-01,2015-03-08
CS3379,14,1078.0,77.0,2011-07-21,2014-12-04
CS4349,23,1801.0,78.3,2011-11-02,2014-12-04
CS2776,28,2099.0,74.96,2011-06-26,2015-02-12
CS1839,16,1123.0,70.19,2011-12-26,2014-10-03
CS1322,26,1964.0,75.54,2011-08-29,2015-03-11
CS3593,23,1649.0,71.7,2011-09-30,2015-03-07
CS1981,17,1298.0,76.35,2011-05-21,2015-03-09
CS4054,27,1691.0,62.63,2011-05-27,2015-02-18
CS4533,25,1457.0,58.28,2011-06-17,2015-03-05
CS5616,21,1306.0,62.19,2011-05-19,2015-03-09
CS3791,25,1761.0,70.44,2011-11-07,2015-03-16
CS1951,20,1331.0,66.55,2011-05-29,2014-11-22
CS2473,19,1429.0,75.21,2011-06-27,2015-02-28
CS5894,26,1884.0,72.46,2011-06-21,2015-03-09
CS1633,26,1763.0,67.81,2011-07-03,2015-02-26
CS1977,18,1299.0,72.17,2011-12-14,2015-02-26
CS6011,16,1029.0,64.31,2011-07-09,2015-01-23
CS6044,26,1849.0,71.12,2011-06-01,2015-03-16
CS4951,20,1488.0,74.4,2011-08-23,2014-12-11
CS2197,21,1496.0,71.24,2011-08-04,2014-11-19
CS1654,19,1384.0,72.84,2011-09-05,2014-12-16
CS2424,20,1536.0,76.8,2011-05-30,2015-02-14
CS1803,21,1562.0,74.38,2011-06-19,2014-11-09
CS4627,23,1560.0,67.83,2011-12-30,2015-02-10
CS5154,31,2008.0,64.77,2011-06-15,2015-03-09
CS3368,26,1658.0,63.77,2011-05-21,2015-02-19
CS2435,16,1056.0,66.0,2011-08-11,2014-09-16
CS4353,23,1811.0,78.74,2011-07-01,2015-02-07
CS5305,21,1291.0,61.48,2011-08-25,2015-02-18
CS3539,19,1406.0,74.0,2011-06-14,2015-03-08
CS2087,15,1063.0,70.87,2011-06-21,2015-02-23
CS5569,15,997.0,66.47,2011-08-07,2015-03-06
CS5038,22,1470.0,66.82,2011-06-07,2015-01-02
CS2873,29,2045.0,70.52,2011-07-20,2015-02-28
CS5184,28,1879.0,67.11,2011-06-01,2015-03-13
CS1930,22,1559.0,70.86,2011-06-05,2014-12-10
CS4267,24,1715.0,71.46,2011-05-30,2015-01-02
CS5778,17,1205.0,70.88,2011-08-01,2015-02-24
CS3400,24,1615.0,67.29,2011-09-04,2015-02-27
CS2578,25,1701.0,68.04,2011-06-17,2015-02-08
CS3374,18,1195.0,66.39,2011-05-21,2015-01-10
CS4121,17,1274.0,74.94,2011-06-12,2014-06-04
CS5623,18,1262.0,70.11,2011-05-30,2015-03-01
CS5118,26,1764.0,67.85,2011-05-17,2015-02-09
CS3713,25,1752.0,70.08,2011-05-17,2015-01-23
CS3104,17,1174.0,69.06,2011-05-23,2014-10-11
CS5534,16,1148.0,71.75,2011-07-25,2015-02-26
CS4723,24,1707.0,71.13,2011-06-03,2015-03-11
CS3353,26,1823.0,70.12,2011-06-16,2015-03-09
CS3789,20,1509.0,75.45,2011-05-23,2015-03-16
CS4141,23,1735.0,75.43,2011-08-02,2015-02-07
CS1626,17,1172.0,68.94,2011-07-04,2015-01-14
CS2653,22,1454.0,66.09,2011-05-24,2014-12-14
CS5227,16,1100.0,68.75,2012-02-29,2014-12-24
CS1474,21,1487.0,70.81,2011-06-15,2014-12-17
CS4892,22,1404.0,63.82,2011-06-21,2014-11-05
CS4259,22,1424.0,64.73,2011-09-17,2015-03-11
CS4674,18,1468.0,81.56,2011-06-23,2014-12-19
CS4904,24,1456.0,60.67,2011-08-17,2015-03-03
CS1663,23,1487.0,64.65,2011-08-26,2014-12-10
CS4527,18,1329.0,73.83,2011-08-18,2014-11-21
CS3886,19,1378.0,72.53,2011-07-11,2014-12-13
CS6090,21,1579.0,75.19,2011-07-09,2015-03-16
CS5633,23,1781.0,77.43,2011-06-28,2015-03-03
CS1971,16,1130.0,70.63,2011-12-14,2015-02-05
CS2411,21,1527.0,72.71,2011-07-22,2014-10-13
CS2168,19,1370.0,72.11,2011-08-20,2015-01-29
CS5716,13,933.0,71.77,2011-07-08,2015-01-13
CS3069,22,1487.0,67.59,2011-05-26,2015-01-28
CS4123,27,1701.0,63.0,2011-05-27,2015-03-11
CS1522,14,894.0,63.86,2011-05-24,2014-12-10
CS1425,23,1688.0,73.39,2011-07-31,2015-01-04
CS1398,20,1354.0,67.7,2011-08-23,2015-02-15
CS5930,17,1201.0,70.65,2011-06-28,2014-07-12
CS3658,27,1732.0,64.15,2011-11-05,2015-01-29
CS1743,17,1405.0,82.65,2011-06-10,2014-09-29
CS5345,20,1567.0,78.35,2011-07-05,2015-01-25
CS4654,27,1832.0,67.85,2011-05-19,2014-09-26
CS4355,17,1287.0,75.71,2011-06-29,2014-12-08
CS1609,20,1375.0,68.75,2011-07-17,2014-10-30
CS3857,19,1227.0,64.58,2011-07-24,2014-12-29
CS4790,19,1453.0,76.47,2011-09-05,2015-01-21
CS3261,16,1047.0,65.44,2011-06-23,2014-04-30
CS5896,15,895.0,59.67,2011-09-03,2014-10-21
CS4499,9,606.0,67.33,2011-09-27,2015-03-12
CS2305,24,1717.0,71.54,2011-05-27,2015-02-24
CS4363,24,1775.0,73.96,2011-06-03,2015-03-04
CS5777,22,1724.0,78.36,2011-07-29,2015-02-27
CS4557,15,1071.0,71.4,2011-08-11,2014-11-04
CS5019,20,1338.0,66.9,2011-07-17,2014-12-13
CS4285,21,1357.0,64.62,2011-06-20,2015-02-16
CS3960,19,1416.0,74.53,2011-10-04,2015-02-27
CS2263,27,2019.0,74.78,2011-05-24,2015-02-05
CS2721,23,1722.0,74.87,2011-05-17,2015-02-20
CS3317,8,565.0,70.63,2012-05-17,2015-03-09
CS4849,25,1850.0,74.0,2011-08-07,2015-03-09
CS2745,24,1525.0,63.54,2011-07-26,2015-02-17
CS3373,25,1597.0,63.88,2011-06-01,2015-03-16
CS5050,19,1515.0,79.74,2012-02-06,2015-03-07
CS3925,19,1276.0,67.16,2011-06-12,2015-03-08
CS2528,17,1132.0,66.59,2011-11-07,2014-10-21
CS2006,15,1114.0,74.27,2011-07-12,2015-01-06
CS1257,15,1050.0,70.0,2012-03-11,2015-02-19
CS5855,21,1506.0,71.71,2011-07-13,2015-02-26
CS3411,21,1556.0,74.1,2011-08-04,2015-03-02
CS5566,26,1741.0,66.96,2011-06-09,2015-02-05
CS3076,21,1605.0,76.43,2011-05-24,2015-02-21
CS2898,21,1336.0,63.62,2011-05-18,2015-02-10
CS4839,24,1775.0,73.96,2011-09-11,2015-02-04
CS5208,20,1364.0,68.2,2011-08-23,2015-02-14
CS2148,22,1495.0,67.95,2011-07-08,2015-01-01
CS1306,15,1153.0,76.87,2012-01-21,2015-03-12
CS4343,17,1118.0,65.76,2011-06-19,2014-12-22
CS2699,19,1280.0,67.37,2011-07-18,2015-01-01
CS6005,14,971.0,69.36,2011-06-29,2015-02-06
CS2540,20,1352.0,67.6,2011-07-21,2014-09-01
CS2934,17,1227.0,72.18,2011-07-05,2015-02-27
CS1791,21,1607.0,76.52,2011-05-16,2015-03-16
CS5217,20,1440.0,72.0,2011-06-11,2015-01-25
CS2329,21,1531.0,72.9,2011-08-18,2014-12-02
CS4724,17,1044.0,61.41,2011-06-29,2014-12-16
CS1909,17,1255.0,73.82,2011-07-05,2015-03-03
CS3421,24,1617.0,67.38,2011-07-29,2015-02-26
CS6025,28,1815.0,64.82,2011-07-29,2015-01-24
CS4665,18,1335.0,74.17,2011-08-11,2014-11-19
CS3708,20,1520.0,76.0,2011-08-28,2015-03-01
CS3359,25,1712.0,68.48,2011-06-21,2015-03-06
CS4703,20,1385.0,69.25,2011-05-25,2014-05-24
CS3001,15,1193.0,79.53,2011-05-27,2014-07-25
CS4924,23,1527.0,66.39,2011-06-15,2014-11-25
CS4136,24,1621.0,67.54,2011-05-24,2014-08-13
CS4224,19,1319.0,69.42,2011-08-31,2015-02-21
CS1332,29,2010.0,69.31,2011-06-16,2014-11-06
CS2962,23,1639.0,71.26,2011-07-09,2015-03-16
CS3080,24,1596.0,66.5,2011-05-19,2015-03-03
CS2967,21,1425.0,67.86,2011-06-12,2015-03-16
CS4084,13,913.0,70.23,2012-03-07,2015-02-11
CS3758,22,1493.0,67.86,2011-07-16,2014-07-25
CS2376,10,656.0,65.6,2012-01-25,2014-08-21
CS6101,21,1453.0,69.19,2011-06-25,2015-02-02
CS3595,19,1293.0,68.05,2011-09-16,2015-03-10
CS5043,17,1109.0,65.24,2011-08-30,2015-01-20
CS3785,21,1616.0,76.95,2011-06-22,2015-01-27
CS5370,20,1258.0,62.9,2012-02-03,2015-02-14
CS2269,26,1623.0,62.42,2011-06-28,2015-03-10
CS2979,20,1398.0,69.9,2011-08-11,2015-03-14
CS3678,18,1306.0,72.56,2011-07-21,2015-01-31
CS2927,25,1581.0,63.24,2011-06-16,2015-03-03
CS4491,12,942.0,78.5,2012-02-03,2015-03-07
CS1844,22,1452.0,66.0,2011-11-25,2015-02-26
CS3683,21,1535.0,73.1,2011-06-07,2015-02-25
CS5057,26,2008.0,77.23,2011-07-10,2014-12-02
CS3655,22,1428.0,64.91,2011-05-22,2015-01-29
CS3810,14,1027.0,73.36,2011-05-24,2014-08-16
CS5241,19,1217.0,64.05,2011-09-29,2015-03-03
CS3890,20,1514.0,75.7,2011-05-24,2015-02-21
CS3155,25,1858.0,74.32,2011-06-05,2015-01-14
CS3160,16,1019.0,63.69,2011-06-17,2014-11-19
CS4573,19,1367.0,71.95,2011-06-04,2014-11-29
CS1558,23,1500.0,65.22,2011-08-19,2015-02-25
CS2243,14,969.0,69.21,2011-09-04,2015-02-23
CS5182,23,1517.0,65.96,2011-06-20,2014-11-07
CS4462,21,1559.0,74.24,2011-06-15,2014-08-12
CS2989,26,1702.0,65.46,2011-12-19,2015-03-07
CS1683,17,1245.0,73.24,2011-06-30,2015-03-02
CS4418,21,1565.0,74.52,2011-07-15,2015-02-23
CS3404,21,1545.0,73.57,2011-06-30,2015-03-03
CS2618,18,1305.0,72.5,2011-07-11,2014-08-28
CS2904,25,1869.0,74.76,2011-10-25,2015-03-10
CS3281,15,961.0,64.07,2011-06-30,2014-12-03
CS4026,20,1351.0,67.55,2011-05-24,2015-03-04
CS3249,28,1868.0,66.71,2011-05-24,2015-01-08
CS5420,18,1156.0,64.22,2011-05-28,2015-02-26
CS5721,11,706.0,64.18,2011-11-02,2014-10-24
CS5065,24,1463.0,60.96,2011-07-05,2015-03-06
CS1826,15,1072.0,71.47,2011-10-01,2015-01-03
CS4578,18,1191.0,66.17,2011-06-18,2015-01-16
CS1948,17,1230.0,72.35,2011-05-23,2015-01-21
CS3930,17,1234.0,72.59,2011-07-17,2014-09-02
CS6096,19,1386.0,72.95,2011-05-24,2014-12-21
CS3157,22,1686.0,76.64,2011-07-14,2015-01-19
CS2232,22,1243.0,56.5,2011-06-20,2014-09-01
CS2502,24,1871.0,77.96,2011-07-07,2014-12-08
CS1862,24,1634.0,68.08,2011-07-24,2014-12-29
CS5791,17,1319.0,77.59,2011-10-14,2015-03-15
CS5484,18,1071.0,59.5,2011-06-12,2014-10-22
CS1938,22,1636.0,74.36,2011-05-27,2015-02-21
CS4203,19,1261.0,66.37,2011-06-30,2015-03-14
CS1549,20,1393.0,69.65,2011-12-13,2015-02-19
CS1194,22,1505.0,68.41,2011-10-14,2015-03-07
CS2787,23,1641.0,71.35,2011-07-31,2015-03-06
CS1583,25,1919.0,76.76,2011-06-14,2015-02-15
CS3163,31,2413.0,77.84,2011-07-29,2015-01-12
CS3250,18,1217.0,67.61,2011-05-29,2015-01-13
CS2119,24,1775.0,73.96,2011-05-18,2015-01-09
CS5531,23,1598.0,69.48,2011-05-17,2014-11-28
CS1820,25,1898.0,75.92,2011-06-05,2015-01-31
CS5131,29,2083.0,71.83,2011-06-01,2014-11-08
CS2512,25,1877.0,75.08,2011-05-21,2015-01-22
CS2531,26,1770.0,68.08,2011-07-22,2014-11-14
CS5620,25,1782.0,71.28,2011-05-20,2015-03-14
CS2913,21,1490.0,70.95,2011-06-20,2014-08-14
CS4239,17,1147.0,67.47,2011-07-30,2015-03-10
CS5942,25,1824.0,72.96,2011-09-14,2015-03-08
CS4721,24,1606.0,66.92,2011-06-12,2015-03-01
CS2687,28,1731.0,61.82,2011-06-18,2015-03-07
CS3525,17,1269.0,74.65,2011-07-17,2015-01-18
CS3928,24,1616.0,67.33,2011-09-19,2014-11-02
CS4043,18,1283.0,71.28,2011-10-24,2015-01-11
CS5742,27,1970.0,72.96,2011-08-11,2015-01-08
CS3641,21,1454.0,69.24,2011-05-29,2015-02-08
CS3341,15,970.0,64.67,2011-08-30,2015-01-31
CS4428,18,1221.0,67.83,2011-08-09,2014-11-17
CS4074,34,2462.0,72.41,2011-05-29,2014-12-05
CS5650,20,1169.0,58.45,2011-06-04,2015-02-20
CS3100,18,1437.0,79.83,2011-05-21,2015-03-03
CS3332,18,1441.0,80.06,2011-06-03,2015-01-19
CS5952,18,1228.0,68.22,2011-05-20,2014-11-29
CS1471,20,1325.0,66.25,2011-07-23,2015-03-12
CS5181,16,1142.0,71.38,2011-06-18,2015-03-09
CS3819,27,1920.0,71.11,2011-06-22,2014-09-26
CS2356,20,1335.0,66.75,2012-01-02,2014-08-31
CS2600,25,1768.0,70.72,2011-09-19,2015-02-23
CS2311,18,1321.0,73.39,2011-09-04,2015-01-03
CS1749,17,1174.0,69.06,2011-11-08,2015-02-27
CS1164,26,2037.0,78.35,2011-07-02,2015-02-27
CS4735,18,1311.0,72.83,2011-06-02,2015-02-16
CS3475,25,1811.0,72.44,2011-06-15,2015-01-11
CS1255,29,1998.0,68.9,2011-08-07,2015-01-08
CS5709,19,1428.0,75.16,2011-07-26,2015-02-17
CS5467,24,1552.0,64.67,2011-05-21,2015-01-27
CS3568,26,1863.0,71.65,2011-11-23,2015-01-30
CS4388,19,1442.0,75.89,2011-06-25,2015-03-09
